cancer_label,volume,sex,per1,per2,country_label,cases,py,asr,rank,country_code,cancer_code
Breast,1,2,1960,1962,New Zealand,1915,3626100,47.18,1,655400099,29
Breast,1,1,1959,1961,Norway,19,5368200,0.26,27,557800099,29
Breast,1,2,1959,1961,Norway,2958,5405430,38.8,1,557800099,29
Breast,1,1,1956,1960,Slovenia,5,3714150,0.14,28,570500099,29
Breast,1,2,1956,1960,Slovenia,1000,4096050,21.31,3,570500099,29
Breast,1,1,1959,1961,Sweden,65,11194440,0.41,28,575200099,29
Breast,1,2,1959,1961,Sweden,7529,11246760,45.22,1,575200099,29
Breast,1,1,1960,1962,"UK, England, West Midlands Region",39,7053300,0.44,28,582600199,29
Breast,1,2,1960,1962,"UK, England, West Midlands Region",4756,7218780,46.74,1,582600199,29
Breast,1,1,1960,1962,"USA, Connecticut",37,3833490,0.82,24,384000499,29
Breast,1,2,1960,1962,"USA, Connecticut",2944,3977580,58.95,1,384000499,29
Breast,1,1,1960,1963,"USA, Hawaii",0,1352680,0,30,684009999,29
Breast,1,2,1960,1963,"USA, Hawaii",358,1178440,37.16,1,684009999,29
Cervix uteri,1,1,1960,1962,Canada,0,5617500,0,32,124,32
Cervix uteri,1,2,1960,1962,Canada,1233,5292900,23.87,3,124,32
Cervix uteri,1,1,1962,1964,"Colombia, Cali",0,665831,0,31,217000199,32
Cervix uteri,1,2,1962,1964,"Colombia, Cali",454,732048,99.95,1,217000199,32
Cervix uteri,1,1,1953,1957,Denmark,0,10996550,0,31,520800099,32
Cervix uteri,1,2,1953,1957,Denmark,3794,11172700,28.1,2,520800099,32
Cervix uteri,1,1,1959,1961,Finland,0,6417600,0,29,524600099,32
Cervix uteri,1,2,1959,1961,Finland,1265,6921000,15.94,3,524600099,32
Cervix uteri,1,1,1960,1963,Israel,0,4551960,0,30,437600099,32
Cervix uteri,1,2,1960,1963,Israel,245,4423200,5.88,11,437600099,32
Cervix uteri,1,1,1959,1960,"Japan, Miyagi Prefecture",0,1697140,0,32,439200299,32
Cervix uteri,1,2,1959,1960,"Japan, Miyagi Prefecture",347,1789200,22,2,439200299,32
Cervix uteri,1,1,1960,1962,New Zealand,0,3666630,0,29,655400099,32
Cervix uteri,1,2,1960,1962,New Zealand,544,3626100,14.12,3,655400099,32
Cervix uteri,1,1,1959,1961,Norway,0,5368200,0,30,557800099,32
Cervix uteri,1,2,1959,1961,Norway,1044,5405430,15.28,3,557800099,32
Cervix uteri,1,1,1956,1960,Slovenia,0,3714150,0,29,570500099,32
Cervix uteri,1,2,1956,1960,Slovenia,1199,4096050,26.19,1,570500099,32
Cervix uteri,1,1,1959,1961,Sweden,0,11194440,0,31,575200099,32
Cervix uteri,1,2,1959,1961,Sweden,2490,11246760,17.21,3,575200099,32
Cervix uteri,1,1,1960,1962,"UK, England, West Midlands Region",0,7053300,0,30,582600199,32
Cervix uteri,1,2,1960,1962,"UK, England, West Midlands Region",1214,7218780,12.49,4,582600199,32
Cervix uteri,1,1,1960,1962,"USA, Connecticut",0,3833490,0,30,384000499,32
Cervix uteri,1,2,1960,1962,"USA, Connecticut",638,3977580,13.4,3,384000499,32
Cervix uteri,1,1,1960,1963,"USA, Hawaii",0,1352680,0,32,684009999,32
Cervix uteri,1,2,1960,1963,"USA, Hawaii",380,1178440,35.39,2,684009999,32
Corpus uteri,1,1,1960,1962,Canada,0,5617500,0,30,124,33
Corpus uteri,1,2,1960,1962,Canada,615,5292900,12.56,4,124,33
Corpus uteri,1,1,1962,1964,"Colombia, Cali",0,665831,0,28,217000199,33
Corpus uteri,1,2,1962,1964,"Colombia, Cali",34,732048,8.12,7,217000199,33
Corpus uteri,1,1,1953,1957,Denmark,0,10996550,0,30,520800099,33
Corpus uteri,1,2,1953,1957,Denmark,1534,11172700,10.57,6,520800099,33
Corpus uteri,1,1,1959,1961,Finland,0,6417600,0,31,524600099,33
Corpus uteri,1,2,1959,1961,Finland,742,6921000,9.06,5,524600099,33
Corpus uteri,1,1,1960,1963,Israel,0,4551960,0,29,437600099,33
Corpus uteri,1,2,1960,1963,Israel,397,4423200,9.82,5,437600099,33
Corpus uteri,1,1,1959,1960,"Japan, Miyagi Prefecture",0,1697140,0,28,439200299,33
Corpus uteri,1,2,1959,1960,"Japan, Miyagi Prefecture",30,1789200,1.98,14,439200299,33
Corpus uteri,1,1,1960,1962,New Zealand,0,3666630,0,31,655400099,33
Corpus uteri,1,2,1960,1962,New Zealand,426,3626100,10.57,5,655400099,33
Corpus uteri,1,1,1959,1961,Norway,0,5368200,0,29,557800099,33
Corpus uteri,1,2,1959,1961,Norway,579,5405430,7.68,6,557800099,33
Corpus uteri,1,1,1956,1960,Slovenia,0,3714150,0,31,570500099,33
Corpus uteri,1,2,1956,1960,Slovenia,285,4096050,5.89,6,570500099,33
Corpus uteri,1,1,1959,1961,Sweden,0,11194440,0,32,575200099,33
Corpus uteri,1,2,1959,1961,Sweden,1887,11246760,11.14,6,575200099,33
Corpus uteri,1,1,1960,1962,"UK, England, West Midlands Region",0,7053300,0,31,582600199,33
Corpus uteri,1,2,1960,1962,"UK, England, West Midlands Region",823,7218780,7.99,6,582600199,33
Corpus uteri,1,1,1960,1962,"USA, Connecticut",0,3833490,0,31,384000499,33
Corpus uteri,1,2,1960,1962,"USA, Connecticut",632,3977580,12.73,5,384000499,33
Corpus uteri,1,1,1960,1963,"USA, Hawaii",0,1352680,0,31,684009999,33
Corpus uteri,1,2,1960,1963,"USA, Hawaii",119,1178440,12.92,5,684009999,33
Ovary etc.,1,1,1960,1962,Canada,0,5617500,0,31,124,35
Ovary etc.,1,2,1960,1962,Canada,561,5292900,11.11,5,124,35
Ovary etc.,1,1,1962,1964,"Colombia, Cali",0,665831,0,29,217000199,35
Ovary etc.,1,2,1962,1964,"Colombia, Cali",61,732048,12.58,4,217000199,35
Ovary etc.,1,1,1953,1957,Denmark,0,10996550,0,32,520800099,35
Ovary etc.,1,2,1953,1957,Denmark,1855,11172700,12.91,5,520800099,35
Ovary etc.,1,1,1959,1961,Finland,0,6417600,0,32,524600099,35
Ovary etc.,1,2,1959,1961,Finland,722,6921000,8.92,6,524600099,35
Ovary etc.,1,1,1960,1963,Israel,0,4551960,0,32,437600099,35
Ovary etc.,1,2,1960,1963,Israel,481,4423200,11.67,4,437600099,35
Ovary etc.,1,1,1959,1960,"Japan, Miyagi Prefecture",0,1697140,0,30,439200299,35
Ovary etc.,1,2,1959,1960,"Japan, Miyagi Prefecture",35,1789200,2.16,12,439200299,35
Ovary etc.,1,1,1960,1962,New Zealand,0,3666630,0,30,655400099,35
Ovary etc.,1,2,1960,1962,New Zealand,485,3626100,12.59,4,655400099,35
Ovary etc.,1,1,1959,1961,Norway,0,5368200,0,32,557800099,35
Ovary etc.,1,2,1959,1961,Norway,834,5405430,11.51,5,557800099,35
Ovary etc.,1,1,1956,1960,Slovenia,0,3714150,0,32,570500099,35
Ovary etc.,1,2,1956,1960,Slovenia,383,4096050,8.1,5,570500099,35
Ovary etc.,1,1,1959,1961,Sweden,0,11194440,0,30,575200099,35
Ovary etc.,1,2,1959,1961,Sweden,2097,11246760,13.08,5,575200099,35
Ovary etc.,1,1,1960,1962,"UK, England, West Midlands Region",0,7053300,0,32,582600199,35
Ovary etc.,1,2,1960,1962,"UK, England, West Midlands Region",1001,7218780,10.09,5,582600199,35
Ovary etc.,1,1,1960,1962,"USA, Connecticut",0,3833490,0,29,384000499,35
Ovary etc.,1,2,1960,1962,"USA, Connecticut",626,3977580,13.06,4,384000499,35
Ovary etc.,1,1,1960,1963,"USA, Hawaii",0,1352680,0,29,684009999,35
Ovary etc.,1,2,1960,1963,"USA, Hawaii",62,1178440,6.63,8,684009999,35
Other female genital organs,1,1,1960,1962,Canada,0,5617500,0,29,124,36
Other female genital organs,1,2,1960,1962,Canada,164,5292900,3.06,15,124,36
Other female genital organs,1,1,1962,1964,"Colombia, Cali",0,665831,0,32,217000199,36
Other female genital organs,1,2,1962,1964,"Colombia, Cali",29,732048,6.91,8,217000199,36
Other female genital organs,1,1,1953,1957,Denmark,0,10996550,0,29,520800099,36
Other female genital organs,1,2,1953,1957,Denmark,637,11172700,4.02,10,520800099,36
Other female genital organs,1,1,1959,1961,Finland,0,6417600,0,30,524600099,36
Other female genital organs,1,2,1959,1961,Finland,377,6921000,4.6,10,524600099,36
Other female genital organs,1,1,1960,1963,Israel,0,4551960,0,31,437600099,36
Other female genital organs,1,2,1960,1963,Israel,129,4423200,3.3,16,437600099,36
Other female genital organs,1,1,1959,1960,"Japan, Miyagi Prefecture",0,1697140,0,31,439200299,36
Other female genital organs,1,2,1959,1960,"Japan, Miyagi Prefecture",149,1789200,9.24,4,439200299,36
Other female genital organs,1,1,1960,1962,New Zealand,0,3666630,0,32,655400099,36
Other female genital organs,1,2,1960,1962,New Zealand,155,3626100,3.43,13,655400099,36
Other female genital organs,1,1,1959,1961,Norway,0,5368200,0,31,557800099,36
Other female genital organs,1,2,1959,1961,Norway,285,5405430,3.55,10,557800099,36
Other female genital organs,1,1,1956,1960,Slovenia,0,3714150,0,30,570500099,36
Other female genital organs,1,2,1956,1960,Slovenia,213,4096050,4.28,8,570500099,36
Other female genital organs,1,1,1959,1961,Sweden,0,11194440,0,29,575200099,36
Other female genital organs,1,2,1959,1961,Sweden,750,11246760,4.51,10,575200099,36
Other female genital organs,1,1,1960,1962,"UK, England, West Midlands Region",0,7053300,0,29,582600199,36
Other female genital organs,1,2,1960,1962,"UK, England, West Midlands Region",392,7218780,3.66,12,582600199,36
Other female genital organs,1,1,1960,1962,"USA, Connecticut",0,3833490,0,32,384000499,36
Other female genital organs,1,2,1960,1962,"USA, Connecticut",301,3977580,5.79,8,384000499,36
Other female genital organs,1,1,1960,1963,"USA, Hawaii",0,1352680,0,28,684009999,36
Other female genital organs,1,2,1960,1963,"USA, Hawaii",9,1178440,0.98,21,684009999,36
Penis,1,1,1960,1962,Canada,46,5617500,0.74,24,124,38
Penis,1,2,1960,1962,Canada,0,5292900,0,30,124,38
Penis,1,1,1962,1964,"Colombia, Cali",15,665831,5.45,9,217000199,38
Penis,1,2,1962,1964,"Colombia, Cali",0,732048,0,32,217000199,38
Penis,1,1,1953,1957,Denmark,146,10996550,1.01,22,520800099,38
Penis,1,2,1953,1957,Denmark,0,11172700,0,30,520800099,38
Penis,1,1,1959,1961,Finland,48,6417600,0.85,23,524600099,38
Penis,1,2,1959,1961,Finland,0,6921000,0,30,524600099,38
Penis,1,1,1960,1963,Israel,3,4551960,0.08,28,437600099,38
Penis,1,2,1960,1963,Israel,0,4423200,0,32,437600099,38
Penis,1,1,1959,1960,"Japan, Miyagi Prefecture",10,1697140,0.71,18,439200299,38
Penis,1,2,1959,1960,"Japan, Miyagi Prefecture",0,1789200,0,29,439200299,38
Penis,1,1,1960,1962,New Zealand,28,3666630,0.71,26,655400099,38
Penis,1,2,1960,1962,New Zealand,0,3626100,0,30,655400099,38
Penis,1,1,1959,1961,Norway,53,5368200,0.72,24,557800099,38
Penis,1,2,1959,1961,Norway,0,5405430,0,32,557800099,38
Penis,1,1,1956,1960,Slovenia,25,3714150,0.69,24,570500099,38
Penis,1,2,1956,1960,Slovenia,0,4096050,0,31,570500099,38
Penis,1,1,1959,1961,Sweden,151,11194440,0.92,25,575200099,38
Penis,1,2,1959,1961,Sweden,0,11246760,0,32,575200099,38
Penis,1,1,1960,1962,"UK, England, West Midlands Region",77,7053300,0.94,19,582600199,38
Penis,1,2,1960,1962,"UK, England, West Midlands Region",0,7218780,0,30,582600199,38
Penis,1,1,1960,1962,"USA, Connecticut",33,3833490,0.76,25,384000499,38
Penis,1,2,1960,1962,"USA, Connecticut",0,3977580,0,30,384000499,38
Penis,1,1,1960,1963,"USA, Hawaii",5,1352680,0.56,24,684009999,38
Penis,1,2,1960,1963,"USA, Hawaii",0,1178440,0,32,684009999,38
Prostate,1,1,1960,1962,Canada,1787,5617500,26.72,2,124,39
Prostate,1,2,1960,1962,Canada,0,5292900,0,31,124,39
Prostate,1,1,1962,1964,"Colombia, Cali",70,665831,27.76,2,217000199,39
Prostate,1,2,1962,1964,"Colombia, Cali",0,732048,0,31,217000199,39
Prostate,1,1,1953,1957,Denmark,2602,10996550,15.71,4,520800099,39
Prostate,1,2,1953,1957,Denmark,0,11172700,0,32,520800099,39
Prostate,1,1,1959,1961,Finland,935,6417600,17.56,3,524600099,39
Prostate,1,2,1959,1961,Finland,0,6921000,0,31,524600099,39
Prostate,1,1,1960,1963,Israel,463,4551960,13.66,4,437600099,39
Prostate,1,2,1960,1963,Israel,0,4423200,0,31,437600099,39
Prostate,1,1,1959,1960,"Japan, Miyagi Prefecture",46,1697140,3.83,8,439200299,39
Prostate,1,2,1959,1960,"Japan, Miyagi Prefecture",0,1789200,0,30,439200299,39
Prostate,1,1,1960,1962,New Zealand,1417,3666630,34.38,3,655400099,39
Prostate,1,2,1960,1962,New Zealand,0,3626100,0,32,655400099,39
Prostate,1,1,1959,1961,Norway,2002,5368200,25.04,2,557800099,39
Prostate,1,2,1959,1961,Norway,0,5405430,0,31,557800099,39
Prostate,1,1,1956,1960,Slovenia,387,3714150,10.85,4,570500099,39
Prostate,1,2,1956,1960,Slovenia,0,4096050,0,32,570500099,39
Prostate,1,1,1959,1961,Sweden,4680,11194440,26.51,2,575200099,39
Prostate,1,2,1959,1961,Sweden,0,11246760,0,31,575200099,39
Prostate,1,1,1960,1962,"UK, England, West Midlands Region",1425,7053300,17.3,4,582600199,39
Prostate,1,2,1960,1962,"UK, England, West Midlands Region",0,7218780,0,32,582600199,39
Prostate,1,1,1960,1962,"USA, Connecticut",1552,3833490,33.84,3,384000499,39
Prostate,1,2,1960,1962,"USA, Connecticut",0,3977580,0,31,384000499,39
Prostate,1,1,1960,1963,"USA, Hawaii",190,1352680,19.23,4,684009999,39
Prostate,1,2,1960,1963,"USA, Hawaii",0,1178440,0,30,684009999,39
Testis,1,1,1960,1962,Canada,140,5617500,2.57,13,124,40
Testis,1,2,1960,1962,Canada,0,5292900,0,32,124,40
Testis,1,1,1962,1964,"Colombia, Cali",10,665831,2.15,22,217000199,40
Testis,1,2,1962,1964,"Colombia, Cali",0,732048,0,30,217000199,40
Testis,1,1,1953,1957,Denmark,438,10996550,3.78,11,520800099,40
Testis,1,2,1953,1957,Denmark,0,11172700,0,31,520800099,40
Testis,1,1,1959,1961,Finland,71,6417600,1.17,21,524600099,40
Testis,1,2,1959,1961,Finland,0,6921000,0,32,524600099,40
Testis,1,1,1960,1963,Israel,64,4551960,1.53,21,437600099,40
Testis,1,2,1960,1963,Israel,0,4423200,0,30,437600099,40
Testis,1,1,1959,1960,"Japan, Miyagi Prefecture",9,1697140,0.63,19,439200299,40
Testis,1,2,1959,1960,"Japan, Miyagi Prefecture",0,1789200,0,31,439200299,40
Testis,1,1,1960,1962,New Zealand,121,3666630,3.46,14,655400099,40
Testis,1,2,1960,1962,New Zealand,0,3626100,0,31,655400099,40
Testis,1,1,1959,1961,Norway,186,5368200,3.35,12,557800099,40
Testis,1,2,1959,1961,Norway,0,5405430,0,30,557800099,40
Testis,1,1,1956,1960,Slovenia,47,3714150,1.26,18,570500099,40
Testis,1,2,1956,1960,Slovenia,0,4096050,0,30,570500099,40
Testis,1,1,1959,1961,Sweden,290,11194440,2.4,15,575200099,40
Testis,1,2,1959,1961,Sweden,0,11246760,0,30,575200099,40
Testis,1,1,1960,1962,"UK, England, West Midlands Region",152,7053300,2.03,15,582600199,40
Testis,1,2,1960,1962,"UK, England, West Midlands Region",0,7218780,0,31,582600199,40
Testis,1,1,1960,1962,"USA, Connecticut",93,3833490,2.37,17,384000499,40
Testis,1,2,1960,1962,"USA, Connecticut",0,3977580,0,32,384000499,40
Testis,1,1,1960,1963,"USA, Hawaii",29,1352680,2.19,18,684009999,40
Testis,1,2,1960,1963,"USA, Hawaii",0,1178440,0,31,684009999,40
Kidney,1,1,1960,1962,Canada,714,5617500,11.76,6,124,42
Kidney,1,2,1960,1962,Canada,143,5292900,2.45,16,124,42
Kidney,1,1,1962,1964,"Colombia, Cali",39,665831,14.17,4,217000199,42
Kidney,1,2,1962,1964,"Colombia, Cali",17,732048,4.62,13,217000199,42
Kidney,1,1,1953,1957,Denmark,1481,10996550,10.23,5,520800099,42
Kidney,1,2,1953,1957,Denmark,531,11172700,3.2,13,520800099,42
Kidney,1,1,1959,1961,Finland,373,6417600,6.74,10,524600099,42
Kidney,1,2,1959,1961,Finland,117,6921000,1.34,20,524600099,42
Kidney,1,1,1960,1963,Israel,446,4551960,11.75,5,437600099,42
Kidney,1,2,1960,1963,Israel,99,4423200,2.58,18,437600099,42
Kidney,1,1,1959,1960,"Japan, Miyagi Prefecture",45,1697140,4.14,7,439200299,42
Kidney,1,2,1959,1960,"Japan, Miyagi Prefecture",27,1789200,1.79,15,439200299,42
Kidney,1,1,1960,1962,New Zealand,404,3666630,10.4,5,655400099,42
Kidney,1,2,1960,1962,New Zealand,118,3626100,2.25,18,655400099,42
Kidney,1,1,1959,1961,Norway,365,5368200,4.89,10,557800099,42
Kidney,1,2,1959,1961,Norway,182,5405430,1.99,17,557800099,42
Kidney,1,1,1956,1960,Slovenia,170,3714150,4.8,8,570500099,42
Kidney,1,2,1956,1960,Slovenia,49,4096050,0.95,22,570500099,42
Kidney,1,1,1959,1961,Sweden,1364,11194440,8.42,6,575200099,42
Kidney,1,2,1959,1961,Sweden,532,11246760,2.9,17,575200099,42
Kidney,1,1,1960,1962,"UK, England, West Midlands Region",863,7053300,10.22,5,582600199,42
Kidney,1,2,1960,1962,"UK, England, West Midlands Region",280,7218780,2.33,15,582600199,42
Kidney,1,1,1960,1962,"USA, Connecticut",759,3833490,16.8,5,384000499,42
Kidney,1,2,1960,1962,"USA, Connecticut",273,3977580,4.98,11,384000499,42
Kidney,1,1,1960,1963,"USA, Hawaii",90,1352680,8.06,6,684009999,42
Kidney,1,2,1960,1963,"USA, Hawaii",21,1178440,2.48,14,684009999,42
Bladder,1,1,1960,1962,Canada,324,5617500,5.51,10,124,45
Bladder,1,2,1960,1962,Canada,173,5292900,3.32,14,124,45
Bladder,1,1,1962,1964,"Colombia, Cali",11,665831,3.32,19,217000199,45
Bladder,1,2,1962,1964,"Colombia, Cali",7,732048,1.05,21,217000199,45
Bladder,1,1,1953,1957,Denmark,708,10996550,5.08,10,520800099,45
Bladder,1,2,1953,1957,Denmark,558,11172700,3.67,12,520800099,45
Bladder,1,1,1959,1961,Finland,239,6417600,4,12,524600099,45
Bladder,1,2,1959,1961,Finland,242,6921000,3,14,524600099,45
Bladder,1,1,1960,1963,Israel,242,4551960,6.37,12,437600099,45
Bladder,1,2,1960,1963,Israel,157,4423200,3.98,15,437600099,45
Bladder,1,1,1959,1960,"Japan, Miyagi Prefecture",12,1697140,0.88,17,439200299,45
Bladder,1,2,1959,1960,"Japan, Miyagi Prefecture",15,1789200,1.01,18,439200299,45
Bladder,1,1,1960,1962,New Zealand,225,3666630,6.09,9,655400099,45
Bladder,1,2,1960,1962,New Zealand,118,3626100,2.79,16,655400099,45
Bladder,1,1,1959,1961,Norway,375,5368200,5.38,9,557800099,45
Bladder,1,2,1959,1961,Norway,272,5405430,3.38,11,557800099,45
Bladder,1,1,1956,1960,Slovenia,94,3714150,2.55,14,570500099,45
Bladder,1,2,1956,1960,Slovenia,69,4096050,1.55,16,570500099,45
Bladder,1,1,1959,1961,Sweden,1170,11194440,7.52,7,575200099,45
Bladder,1,2,1959,1961,Sweden,782,11246760,4.56,9,575200099,45
Bladder,1,1,1960,1962,"UK, England, West Midlands Region",291,7053300,3.44,13,582600199,45
Bladder,1,2,1960,1962,"UK, England, West Midlands Region",182,7218780,1.84,17,582600199,45
Bladder,1,1,1960,1962,"USA, Connecticut",274,3833490,6.16,10,384000499,45
Bladder,1,2,1960,1962,"USA, Connecticut",166,3977580,3.32,16,384000499,45
Bladder,1,1,1960,1963,"USA, Hawaii",40,1352680,4,12,684009999,45
Bladder,1,2,1960,1963,"USA, Hawaii",16,1178440,1.66,17,684009999,45
Eye,1,1,1960,1962,Canada,74,5617500,1.31,20,124,47
Eye,1,2,1960,1962,Canada,32,5292900,0.6,25,124,47
Eye,1,1,1962,1964,"Colombia, Cali",6,665831,1.42,24,217000199,47
Eye,1,2,1962,1964,"Colombia, Cali",4,732048,0.55,28,217000199,47
Eye,1,1,1953,1957,Denmark,111,10996550,0.89,24,520800099,47
Eye,1,2,1953,1957,Denmark,98,11172700,0.7,24,520800099,47
Eye,1,1,1959,1961,Finland,66,6417600,1.07,22,524600099,47
Eye,1,2,1959,1961,Finland,59,6921000,0.77,24,524600099,47
Eye,1,1,1960,1963,Israel,52,4551960,1.22,23,437600099,47
Eye,1,2,1960,1963,Israel,46,4423200,1.09,23,437600099,47
Eye,1,1,1959,1960,"Japan, Miyagi Prefecture",7,1697140,0.5,20,439200299,47
Eye,1,2,1959,1960,"Japan, Miyagi Prefecture",3,1789200,0.2,25,439200299,47
Eye,1,1,1960,1962,New Zealand,39,3666630,1.02,23,655400099,47
Eye,1,2,1960,1962,New Zealand,33,3626100,0.82,24,655400099,47
Eye,1,1,1959,1961,Norway,56,5368200,0.86,22,557800099,47
Eye,1,2,1959,1961,Norway,50,5405430,0.75,23,557800099,47
Eye,1,1,1956,1960,Slovenia,19,3714150,0.58,25,570500099,47
Eye,1,2,1956,1960,Slovenia,24,4096050,0.51,26,570500099,47
Eye,1,1,1959,1961,Sweden,130,11194440,0.98,24,575200099,47
Eye,1,2,1959,1961,Sweden,129,11246760,0.89,24,575200099,47
Eye,1,1,1960,1962,"UK, England, West Midlands Region",39,7053300,0.46,27,582600199,47
Eye,1,2,1960,1962,"UK, England, West Midlands Region",45,7218780,0.53,24,582600199,47
Eye,1,1,1960,1962,"USA, Connecticut",26,3833490,0.63,27,384000499,47
Eye,1,2,1960,1962,"USA, Connecticut",24,3977580,0.49,28,384000499,47
Eye,1,1,1960,1963,"USA, Hawaii",5,1352680,0.4,26,684009999,47
Eye,1,2,1960,1963,"USA, Hawaii",1,1178440,0.08,29,684009999,47
"Brain, central nervous system",1,1,1960,1962,Canada,303,5617500,5.56,9,124,48
"Brain, central nervous system",1,2,1960,1962,Canada,219,5292900,4.25,11,124,48
"Brain, central nervous system",1,1,1962,1964,"Colombia, Cali",19,665831,2.94,20,217000199,48
"Brain, central nervous system",1,2,1962,1964,"Colombia, Cali",10,732048,1.56,20,217000199,48
"Brain, central nervous system",1,1,1953,1957,Denmark,803,10996550,6.58,8,520800099,48
"Brain, central nervous system",1,2,1953,1957,Denmark,719,11172700,5.64,7,520800099,48
"Brain, central nervous system",1,1,1959,1961,Finland,354,6417600,5.42,11,524600099,48
"Brain, central nervous system",1,2,1959,1961,Finland,333,6921000,4.49,11,524600099,48
"Brain, central nervous system",1,1,1960,1963,Israel,446,4551960,10.25,6,437600099,48
"Brain, central nervous system",1,2,1960,1963,Israel,403,4423200,9.59,6,437600099,48
"Brain, central nervous system",1,1,1959,1960,"Japan, Miyagi Prefecture",5,1697140,0.36,21,439200299,48
"Brain, central nervous system",1,2,1959,1960,"Japan, Miyagi Prefecture",7,1789200,0.47,21,439200299,48
"Brain, central nervous system",1,1,1960,1962,New Zealand,218,3666630,5.85,10,655400099,48
"Brain, central nervous system",1,2,1960,1962,New Zealand,137,3626100,3.66,12,655400099,48
"Brain, central nervous system",1,1,1959,1961,Norway,448,5368200,7.4,7,557800099,48
"Brain, central nervous system",1,2,1959,1961,Norway,395,5405430,6.26,7,557800099,48
"Brain, central nervous system",1,1,1956,1960,Slovenia,154,3714150,4.02,10,570500099,48
"Brain, central nervous system",1,2,1956,1960,Slovenia,136,4096050,3.07,11,570500099,48
"Brain, central nervous system",1,1,1959,1961,Sweden,992,11194440,7.35,8,575200099,48
"Brain, central nervous system",1,2,1959,1961,Sweden,977,11246760,6.85,7,575200099,48
"Brain, central nervous system",1,1,1960,1962,"UK, England, West Midlands Region",454,7053300,5.76,8,582600199,48
"Brain, central nervous system",1,2,1960,1962,"UK, England, West Midlands Region",349,7218780,4.28,8,582600199,48
"Brain, central nervous system",1,1,1960,1962,"USA, Connecticut",227,3833490,5.54,12,384000499,48
"Brain, central nervous system",1,2,1960,1962,"USA, Connecticut",172,3977580,3.93,13,384000499,48
"Brain, central nervous system",1,1,1960,1963,"USA, Hawaii",39,1352680,3.14,15,684009999,48
"Brain, central nervous system",1,2,1960,1963,"USA, Hawaii",23,1178440,2.16,15,684009999,48
Thyroid,1,1,1960,1962,Canada,49,5617500,0.87,23,124,49
Thyroid,1,2,1960,1962,Canada,122,5292900,2.36,17,124,49
Thyroid,1,1,1962,1964,"Colombia, Cali",17,665831,4.5,13,217000199,49
Thyroid,1,2,1962,1964,"Colombia, Cali",32,732048,6.65,9,217000199,49
Thyroid,1,1,1953,1957,Denmark,70,10996550,0.52,26,520800099,49
Thyroid,1,2,1953,1957,Denmark,204,11172700,1.38,21,520800099,49
Thyroid,1,1,1959,1961,Finland,48,6417600,0.81,24,524600099,49
Thyroid,1,2,1959,1961,Finland,186,6921000,2.33,15,524600099,49
Thyroid,1,1,1960,1963,Israel,81,4551960,2.03,20,437600099,49
Thyroid,1,2,1960,1963,Israel,180,4423200,4.42,14,437600099,49
Thyroid,1,1,1959,1960,"Japan, Miyagi Prefecture",12,1697140,1.06,15,439200299,49
Thyroid,1,2,1959,1960,"Japan, Miyagi Prefecture",41,1789200,2.59,11,439200299,49
Thyroid,1,1,1960,1962,New Zealand,33,3666630,0.89,25,655400099,49
Thyroid,1,2,1960,1962,New Zealand,71,3626100,1.73,20,655400099,49
Thyroid,1,1,1959,1961,Norway,68,5368200,0.96,21,557800099,49
Thyroid,1,2,1959,1961,Norway,152,5405430,2.04,15,557800099,49
Thyroid,1,1,1956,1960,Slovenia,62,3714150,1.71,17,570500099,49
Thyroid,1,2,1956,1960,Slovenia,102,4096050,2.13,13,570500099,49
Thyroid,1,1,1959,1961,Sweden,179,11194440,1.23,22,575200099,49
Thyroid,1,2,1959,1961,Sweden,467,11246760,3.05,14,575200099,49
Thyroid,1,1,1960,1962,"UK, England, West Midlands Region",44,7053300,0.5,26,582600199,49
Thyroid,1,2,1960,1962,"UK, England, West Midlands Region",127,7218780,1.24,20,582600199,49
Thyroid,1,1,1960,1962,"USA, Connecticut",49,3833490,1.15,22,384000499,49
Thyroid,1,2,1960,1962,"USA, Connecticut",139,3977580,3.09,17,384000499,49
Thyroid,1,1,1960,1963,"USA, Hawaii",44,1352680,3.76,13,684009999,49
Thyroid,1,2,1960,1963,"USA, Hawaii",78,1178440,6.87,7,684009999,49
Other endocrine,1,1,1960,1962,Canada,18,5617500,0.33,28,124,51
Other endocrine,1,2,1960,1962,Canada,18,5292900,0.35,28,124,51
Other endocrine,1,1,1962,1964,"Colombia, Cali",0,665831,0,30,217000199,51
Other endocrine,1,2,1962,1964,"Colombia, Cali",2,732048,0.21,29,217000199,51
Other endocrine,1,1,1953,1957,Denmark,36,10996550,0.29,28,520800099,51
Other endocrine,1,2,1953,1957,Denmark,31,11172700,0.24,28,520800099,51
Other endocrine,1,1,1959,1961,Finland,39,6417600,0.61,27,524600099,51
Other endocrine,1,2,1959,1961,Finland,27,6921000,0.37,29,524600099,51
Other endocrine,1,1,1960,1963,Israel,21,4551960,0.47,27,437600099,51
Other endocrine,1,2,1960,1963,Israel,18,4423200,0.43,28,437600099,51
Other endocrine,1,1,1959,1960,"Japan, Miyagi Prefecture",2,1697140,0.12,26,439200299,51
Other endocrine,1,2,1959,1960,"Japan, Miyagi Prefecture",1,1789200,0.07,27,439200299,51
Other endocrine,1,1,1960,1962,New Zealand,17,3666630,0.44,27,655400099,51
Other endocrine,1,2,1960,1962,New Zealand,23,3626100,0.6,25,655400099,51
