cancer,cancer_label,volume,sex,per1,per2,country_code,country_label,cases,py,asr,rank
36,Non-Hodgkin lymphoma,1,1,1960,1963,84020,"USA, Hawaii",59,1352680,5.47,11
30,Bladder,1,1,1960,1963,84020,"USA, Hawaii",40,1352680,4,12
33,Thyroid,1,1,1960,1963,84020,"USA, Hawaii",44,1352680,3.76,13
15,Larynx,1,1,1960,1963,84020,"USA, Hawaii",38,1352680,3.52,14
32,"Brain, central nervous system",1,1,1960,1963,84020,"USA, Hawaii",39,1352680,3.14,15
35,Hodgkin lymphoma,1,1,1960,1963,84020,"USA, Hawaii",31,1352680,2.8,16
12,Gallbladder etc.,1,1,1960,1963,84020,"USA, Hawaii",24,1352680,2.38,17
28,Testis,1,1,1960,1963,84020,"USA, Hawaii",29,1352680,2.19,18
20,Connective tissue,1,1,1960,1963,84020,"USA, Hawaii",25,1352680,1.91,19
18,Melanoma of skin,1,1,1960,1963,84020,"USA, Hawaii",19,1352680,1.61,20
37,Multiple myeloma,1,1,1960,1963,84020,"USA, Hawaii",14,1352680,1.34,21
14,Nose sinuses etc.,1,1,1960,1963,84020,"USA, Hawaii",13,1352680,1.06,22
17,Bone,1,1,1960,1963,84020,"USA, Hawaii",9,1352680,0.74,23
26,Penis,1,1,1960,1963,84020,"USA, Hawaii",5,1352680,0.56,24
8,Small intestine,1,1,1960,1963,84020,"USA, Hawaii",6,1352680,0.44,25
31,Eye,1,1,1960,1963,84020,"USA, Hawaii",5,1352680,0.4,26
34,Other endocrine,1,1,1960,1963,84020,"USA, Hawaii",1,1352680,0.09,27
25,Other female genital organs,1,1,1960,1963,84020,"USA, Hawaii",0,1352680,0,28
24,Ovary etc.,1,1,1960,1963,84020,"USA, Hawaii",0,1352680,0,29
21,Breast,1,1,1960,1963,84020,"USA, Hawaii",0,1352680,0,30
23,Corpus uteri,1,1,1960,1963,84020,"USA, Hawaii",0,1352680,0,31
22,Cervix uteri,1,1,1960,1963,84020,"USA, Hawaii",0,1352680,0,32
21,Breast,1,2,1960,1962,124,Canada,2744,5292900,53.34,1
52,Colorectum,1,2,1960,1962,124,Canada,1364,5292900,25.65,2
22,Cervix uteri,1,2,1960,1962,124,Canada,1233,5292900,23.87,3
23,Corpus uteri,1,2,1960,1962,124,Canada,615,5292900,12.56,4
24,Ovary etc.,1,2,1960,1962,124,Canada,561,5292900,11.11,5
7,Stomach,1,2,1960,1962,124,Canada,552,5292900,10.16,6
13,Pancreas,1,2,1960,1962,124,Canada,261,5292900,4.82,7
51,"Lip, oral cavity and pharynx",1,2,1960,1962,124,Canada,249,5292900,4.77,8
16,Lung (incl. trachea and bronchus),1,2,1960,1962,124,Canada,234,5292900,4.53,9
38,Leukaemia,1,2,1960,1962,124,Canada,245,5292900,4.45,10
32,"Brain, central nervous system",1,2,1960,1962,124,Canada,219,5292900,4.25,11
36,Non-Hodgkin lymphoma,1,2,1960,1962,124,Canada,179,5292900,3.41,12
12,Gallbladder etc.,1,2,1960,1962,124,Canada,189,5292900,3.38,13
30,Bladder,1,2,1960,1962,124,Canada,173,5292900,3.32,14
25,Other female genital organs,1,2,1960,1962,124,Canada,164,5292900,3.06,15
29,Kidney,1,2,1960,1962,124,Canada,143,5292900,2.45,16
33,Thyroid,1,2,1960,1962,124,Canada,122,5292900,2.36,17
18,Melanoma of skin,1,2,1960,1962,124,Canada,117,5292900,2.28,18
35,Hodgkin lymphoma,1,2,1960,1962,124,Canada,85,5292900,1.75,19
20,Connective tissue,1,2,1960,1962,124,Canada,83,5292900,1.61,20
37,Multiple myeloma,1,2,1960,1962,124,Canada,68,5292900,1.32,21
6,Oesophagus,1,2,1960,1962,124,Canada,60,5292900,1.07,22
17,Bone,1,2,1960,1962,124,Canada,53,5292900,1.01,23
8,Small intestine,1,2,1960,1962,124,Canada,33,5292900,0.67,24
31,Eye,1,2,1960,1962,124,Canada,32,5292900,0.6,25
11,Liver,1,2,1960,1962,124,Canada,34,5292900,0.57,26
14,Nose sinuses etc.,1,2,1960,1962,124,Canada,27,5292900,0.49,27
34,Other endocrine,1,2,1960,1962,124,Canada,18,5292900,0.35,28
15,Larynx,1,2,1960,1962,124,Canada,11,5292900,0.19,29
26,Penis,1,2,1960,1962,124,Canada,0,5292900,0,30
27,Prostate,1,2,1960,1962,124,Canada,0,5292900,0,31
28,Testis,1,2,1960,1962,124,Canada,0,5292900,0,32
22,Cervix uteri,1,2,1962,1964,17001,"Colombia, Cali",454,732048,99.95,1
21,Breast,1,2,1962,1964,17001,"Colombia, Cali",134,732048,31.35,2
7,Stomach,1,2,1962,1964,17001,"Colombia, Cali",90,732048,23.45,3
24,Ovary etc.,1,2,1962,1964,17001,"Colombia, Cali",61,732048,12.58,4
51,"Lip, oral cavity and pharynx",1,2,1962,1964,17001,"Colombia, Cali",41,732048,9.4,5
12,Gallbladder etc.,1,2,1962,1964,17001,"Colombia, Cali",35,732048,8.92,6
23,Corpus uteri,1,2,1962,1964,17001,"Colombia, Cali",34,732048,8.12,7
25,Other female genital organs,1,2,1962,1964,17001,"Colombia, Cali",29,732048,6.91,8
33,Thyroid,1,2,1962,1964,17001,"Colombia, Cali",32,732048,6.65,9
11,Liver,1,2,1962,1964,17001,"Colombia, Cali",19,732048,5.23,10
36,Non-Hodgkin lymphoma,1,2,1962,1964,17001,"Colombia, Cali",20,732048,4.75,11
52,Colorectum,1,2,1962,1964,17001,"Colombia, Cali",21,732048,4.71,12
29,Kidney,1,2,1962,1964,17001,"Colombia, Cali",17,732048,4.62,13
13,Pancreas,1,2,1962,1964,17001,"Colombia, Cali",16,732048,4.01,14
16,Lung (incl. trachea and bronchus),1,2,1962,1964,17001,"Colombia, Cali",14,732048,3.65,15
18,Melanoma of skin,1,2,1962,1964,17001,"Colombia, Cali",13,732048,3.29,16
38,Leukaemia,1,2,1962,1964,17001,"Colombia, Cali",10,732048,2.05,17
20,Connective tissue,1,2,1962,1964,17001,"Colombia, Cali",10,732048,1.79,18
35,Hodgkin lymphoma,1,2,1962,1964,17001,"Colombia, Cali",9,732048,1.62,19
32,"Brain, central nervous system",1,2,1962,1964,17001,"Colombia, Cali",10,732048,1.56,20
30,Bladder,1,2,1962,1964,17001,"Colombia, Cali",7,732048,1.05,21
17,Bone,1,2,1962,1964,17001,"Colombia, Cali",7,732048,1.03,22
6,Oesophagus,1,2,1962,1964,17001,"Colombia, Cali",4,732048,1.03,23
15,Larynx,1,2,1962,1964,17001,"Colombia, Cali",4,732048,0.98,24
14,Nose sinuses etc.,1,2,1962,1964,17001,"Colombia, Cali",3,732048,0.77,25
8,Small intestine,1,2,1962,1964,17001,"Colombia, Cali",2,732048,0.71,26
37,Multiple myeloma,1,2,1962,1964,17001,"Colombia, Cali",2,732048,0.62,27
31,Eye,1,2,1962,1964,17001,"Colombia, Cali",4,732048,0.55,28
34,Other endocrine,1,2,1962,1964,17001,"Colombia, Cali",2,732048,0.21,29
28,Testis,1,2,1962,1964,17001,"Colombia, Cali",0,732048,0,30
27,Prostate,1,2,1962,1964,17001,"Colombia, Cali",0,732048,0,31
26,Penis,1,2,1962,1964,17001,"Colombia, Cali",0,732048,0,32
21,Breast,1,2,1953,1957,20800,Denmark,6333,11172700,42.4,1
22,Cervix uteri,1,2,1953,1957,20800,Denmark,3794,11172700,28.1,2
52,Colorectum,1,2,1953,1957,20800,Denmark,4034,11172700,24.18,3
7,Stomach,1,2,1953,1957,20800,Denmark,3269,11172700,17.71,4
24,Ovary etc.,1,2,1953,1957,20800,Denmark,1855,11172700,12.91,5
23,Corpus uteri,1,2,1953,1957,20800,Denmark,1534,11172700,10.57,6
32,"Brain, central nervous system",1,2,1953,1957,20800,Denmark,719,11172700,5.64,7
38,Leukaemia,1,2,1953,1957,20800,Denmark,701,11172700,5.24,8
16,Lung (incl. trachea and bronchus),1,2,1953,1957,20800,Denmark,661,11172700,4.25,9
25,Other female genital organs,1,2,1953,1957,20800,Denmark,637,11172700,4.02,10
13,Pancreas,1,2,1953,1957,20800,Denmark,619,11172700,3.84,11
30,Bladder,1,2,1953,1957,20800,Denmark,558,11172700,3.67,12
29,Kidney,1,2,1953,1957,20800,Denmark,531,11172700,3.2,13
12,Gallbladder etc.,1,2,1953,1957,20800,Denmark,477,11172700,2.89,14
51,"Lip, oral cavity and pharynx",1,2,1953,1957,20800,Denmark,375,11172700,2.48,15
11,Liver,1,2,1953,1957,20800,Denmark,439,11172700,2.41,16
18,Melanoma of skin,1,2,1953,1957,20800,Denmark,298,11172700,2.17,17
35,Hodgkin lymphoma,1,2,1953,1957,20800,Denmark,206,11172700,1.73,18
36,Non-Hodgkin lymphoma,1,2,1953,1957,20800,Denmark,213,11172700,1.44,19
6,Oesophagus,1,2,1953,1957,20800,Denmark,272,11172700,1.43,20
33,Thyroid,1,2,1953,1957,20800,Denmark,204,11172700,1.38,21
37,Multiple myeloma,1,2,1953,1957,20800,Denmark,201,11172700,1.29,22
20,Connective tissue,1,2,1953,1957,20800,Denmark,162,11172700,1.22,23
31,Eye,1,2,1953,1957,20800,Denmark,98,11172700,0.7,24
17,Bone,1,2,1953,1957,20800,Denmark,85,11172700,0.69,25
8,Small intestine,1,2,1953,1957,20800,Denmark,71,11172700,0.44,26
14,Nose sinuses etc.,1,2,1953,1957,20800,Denmark,45,11172700,0.32,27
34,Other endocrine,1,2,1953,1957,20800,Denmark,31,11172700,0.24,28
15,Larynx,1,2,1953,1957,20800,Denmark,31,11172700,0.19,29
26,Penis,1,2,1953,1957,20800,Denmark,0,11172700,0,30
28,Testis,1,2,1953,1957,20800,Denmark,0,11172700,0,31
27,Prostate,1,2,1953,1957,20800,Denmark,0,11172700,0,32
21,Breast,1,2,1960,1963,37600,Israel,2070,4423200,49.65,1
52,Colorectum,1,2,1960,1963,37600,Israel,771,4423200,19.57,2
7,Stomach,1,2,1960,1963,37600,Israel,625,4423200,16.43,3
24,Ovary etc.,1,2,1960,1963,37600,Israel,481,4423200,11.67,4
23,Corpus uteri,1,2,1960,1963,37600,Israel,397,4423200,9.82,5
32,"Brain, central nervous system",1,2,1960,1963,37600,Israel,403,4423200,9.59,6
12,Gallbladder etc.,1,2,1960,1963,37600,Israel,307,4423200,8.11,7
16,Lung (incl. trachea and bronchus),1,2,1960,1963,37600,Israel,288,4423200,7.67,8
38,Leukaemia,1,2,1960,1963,37600,Israel,291,4423200,6.97,9
36,Non-Hodgkin lymphoma,1,2,1960,1963,37600,Israel,267,4423200,6.55,10
22,Cervix uteri,1,2,1960,1963,37600,Israel,245,4423200,5.88,11
13,Pancreas,1,2,1960,1963,37600,Israel,216,4423200,5.65,12
51,"Lip, oral cavity and pharynx",1,2,1960,1963,37600,Israel,190,4423200,4.74,13
33,Thyroid,1,2,1960,1963,37600,Israel,180,4423200,4.42,14
30,Bladder,1,2,1960,1963,37600,Israel,157,4423200,3.98,15
25,Other female genital organs,1,2,1960,1963,37600,Israel,129,4423200,3.3,16
18,Melanoma of skin,1,2,1960,1963,37600,Israel,128,4423200,3.12,17
29,Kidney,1,2,1960,1963,37600,Israel,99,4423200,2.58,18
20,Connective tissue,1,2,1960,1963,37600,Israel,105,4423200,2.53,19
6,Oesophagus,1,2,1960,1963,37600,Israel,89,4423200,2.38,20
35,Hodgkin lymphoma,1,2,1960,1963,37600,Israel,95,4423200,2.19,21
37,Multiple myeloma,1,2,1960,1963,37600,Israel,81,4423200,2.09,22
31,Eye,1,2,1960,1963,37600,Israel,46,4423200,1.09,23
11,Liver,1,2,1960,1963,37600,Israel,40,4423200,0.94,24
17,Bone,1,2,1960,1963,37600,Israel,38,4423200,0.83,25
15,Larynx,1,2,1960,1963,37600,Israel,32,4423200,0.78,26
8,Small intestine,1,2,1960,1963,37600,Israel,22,4423200,0.58,27
34,Other endocrine,1,2,1960,1963,37600,Israel,18,4423200,0.43,28
14,Nose sinuses etc.,1,2,1960,1963,37600,Israel,14,4423200,0.32,29
28,Testis,1,2,1960,1963,37600,Israel,0,4423200,0,30
27,Prostate,1,2,1960,1963,37600,Israel,0,4423200,0,31
26,Penis,1,2,1960,1963,37600,Israel,0,4423200,0,32
7,Stomach,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",733,1789200,47.69,1
22,Cervix uteri,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",347,1789200,22,2
21,Breast,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",215,1789200,13.16,3
25,Other female genital organs,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",149,1789200,9.24,4
52,Colorectum,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",131,1789200,8.48,5
6,Oesophagus,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",100,1789200,6.33,6
16,Lung (incl. trachea and bronchus),1,2,1959,1960,39203,"Japan, Miyagi Prefecture",84,1789200,5.46,7
11,Liver,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",72,1789200,4.65,8
13,Pancreas,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",49,1789200,3.19,9
38,Leukaemia,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",49,1789200,2.71,10
33,Thyroid,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",41,1789200,2.59,11
24,Ovary etc.,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",35,1789200,2.16,12
14,Nose sinuses etc.,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",33,1789200,2.07,13
23,Corpus uteri,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",30,1789200,1.98,14
29,Kidney,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",27,1789200,1.79,15
51,"Lip, oral cavity and pharynx",1,2,1959,1960,39203,"Japan, Miyagi Prefecture",23,1789200,1.45,16
17,Bone,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",20,1789200,1.25,17
30,Bladder,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",15,1789200,1.01,18
36,Non-Hodgkin lymphoma,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",14,1789200,0.82,19
15,Larynx,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",11,1789200,0.73,20
32,"Brain, central nervous system",1,2,1959,1960,39203,"Japan, Miyagi Prefecture",7,1789200,0.47,21
8,Small intestine,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",6,1789200,0.37,22
20,Connective tissue,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",5,1789200,0.29,23
18,Melanoma of skin,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",3,1789200,0.2,24
31,Eye,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",3,1789200,0.2,25
35,Hodgkin lymphoma,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",2,1789200,0.13,26
34,Other endocrine,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",1,1789200,0.07,27
37,Multiple myeloma,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",1,1789200,0.06,28
26,Penis,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",0,1789200,0,29
27,Prostate,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",0,1789200,0,30
28,Testis,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",0,1789200,0,31
12,Gallbladder etc.,1,2,1959,1960,39203,"Japan, Miyagi Prefecture",0,1789200,0,32
21,Breast,1,2,1960,1962,55400,New Zealand,1915,3626100,47.18,1
52,Colorectum,1,2,1960,1962,55400,New Zealand,1367,3626100,31.92,2
22,Cervix uteri,1,2,1960,1962,55400,New Zealand,544,3626100,14.12,3
24,Ovary etc.,1,2,1960,1962,55400,New Zealand,485,3626100,12.59,4
23,Corpus uteri,1,2,1960,1962,55400,New Zealand,426,3626100,10.57,5
7,Stomach,1,2,1960,1962,55400,New Zealand,504,3626100,10.52,6
18,Melanoma of skin,1,2,1960,1962,55400,New Zealand,290,3626100,7.69,7
38,Leukaemia,1,2,1960,1962,55400,New Zealand,230,3626100,5.57,8
16,Lung (incl. trachea and bronchus),1,2,1960,1962,55400,New Zealand,229,3626100,5.56,9
13,Pancreas,1,2,1960,1962,55400,New Zealand,203,3626100,4.56,10
36,Non-Hodgkin lymphoma,1,2,1960,1962,55400,New Zealand,168,3626100,3.86,11
32,"Brain, central nervous system",1,2,1960,1962,55400,New Zealand,137,3626100,3.66,12
25,Other female genital organs,1,2,1960,1962,55400,New Zealand,155,3626100,3.43,13
12,Gallbladder etc.,1,2,1960,1962,55400,New Zealand,144,3626100,3.01,14
51,"Lip, oral cavity and pharynx",1,2,1960,1962,55400,New Zealand,118,3626100,2.81,15
30,Bladder,1,2,1960,1962,55400,New Zealand,118,3626100,2.79,16
6,Oesophagus,1,2,1960,1962,55400,New Zealand,106,3626100,2.33,17
29,Kidney,1,2,1960,1962,55400,New Zealand,118,3626100,2.25,18
37,Multiple myeloma,1,2,1960,1962,55400,New Zealand,76,3626100,1.74,19
33,Thyroid,1,2,1960,1962,55400,New Zealand,71,3626100,1.73,20
35,Hodgkin lymphoma,1,2,1960,1962,55400,New Zealand,59,3626100,1.52,21
17,Bone,1,2,1960,1962,55400,New Zealand,37,3626100,0.91,22
20,Connective tissue,1,2,1960,1962,55400,New Zealand,35,3626100,0.9,23
31,Eye,1,2,1960,1962,55400,New Zealand,33,3626100,0.82,24
34,Other endocrine,1,2,1960,1962,55400,New Zealand,23,3626100,0.6,25
11,Liver,1,2,1960,1962,55400,New Zealand,24,3626100,0.55,26
8,Small intestine,1,2,1960,1962,55400,New Zealand,19,3626100,0.5,27
14,Nose sinuses etc.,1,2,1960,1962,55400,New Zealand,15,3626100,0.38,28
15,Larynx,1,2,1960,1962,55400,New Zealand,4,3626100,0.11,29
26,Penis,1,2,1960,1962,55400,New Zealand,0,3626100,0,30
28,Testis,1,2,1960,1962,55400,New Zealand,0,3626100,0,31
27,Prostate,1,2,1960,1962,55400,New Zealand,0,3626100,0,32
21,Breast,1,2,1959,1961,57800,Norway,2958,5405430,38.8,1
7,Stomach,1,2,1959,1961,57800,Norway,1707,5405430,18.85,2
22,Cervix uteri,1,2,1959,1961,57800,Norway,1044,5405430,15.28,3
52,Colorectum,1,2,1959,1961,57800,Norway,1244,5405430,14.34,4
24,Ovary etc.,1,2,1959,1961,57800,Norway,834,5405430,11.51,5
23,Corpus uteri,1,2,1959,1961,57800,Norway,579,5405430,7.68,6
32,"Brain, central nervous system",1,2,1959,1961,57800,Norway,395,5405430,6.26,7
38,Leukaemia,1,2,1959,1961,57800,Norway,394,5405430,5.66,8
13,Pancreas,1,2,1959,1961,57800,Norway,323,5405430,3.77,9
25,Other female genital organs,1,2,1959,1961,57800,Norway,285,5405430,3.55,10
30,Bladder,1,2,1959,1961,57800,Norway,272,5405430,3.38,11
16,Lung (incl. trachea and bronchus),1,2,1959,1961,57800,Norway,228,5405430,2.8,12
18,Melanoma of skin,1,2,1959,1961,57800,Norway,180,5405430,2.56,13
36,Non-Hodgkin lymphoma,1,2,1959,1961,57800,Norway,185,5405430,2.46,14
33,Thyroid,1,2,1959,1961,57800,Norway,152,5405430,2.04,15
51,"Lip, oral cavity and pharynx",1,2,1959,1961,57800,Norway,174,5405430,2.02,16
29,Kidney,1,2,1959,1961,57800,Norway,182,5405430,1.99,17
35,Hodgkin lymphoma,1,2,1959,1961,57800,Norway,103,5405430,1.67,18
12,Gallbladder etc.,1,2,1959,1961,57800,Norway,144,5405430,1.6,19
37,Multiple myeloma,1,2,1959,1961,57800,Norway,109,5405430,1.33,20
20,Connective tissue,1,2,1959,1961,57800,Norway,59,5405430,0.88,21
6,Oesophagus,1,2,1959,1961,57800,Norway,69,5405430,0.77,22
31,Eye,1,2,1959,1961,57800,Norway,50,5405430,0.75,23
17,Bone,1,2,1959,1961,57800,Norway,33,5405430,0.63,24
11,Liver,1,2,1959,1961,57800,Norway,37,5405430,0.48,25
14,Nose sinuses etc.,1,2,1959,1961,57800,Norway,33,5405430,0.41,26
8,Small intestine,1,2,1959,1961,57800,Norway,20,5405430,0.24,27
34,Other endocrine,1,2,1959,1961,57800,Norway,9,5405430,0.14,28
15,Larynx,1,2,1959,1961,57800,Norway,4,5405430,0.04,29
28,Testis,1,2,1959,1961,57800,Norway,0,5405430,0,30
27,Prostate,1,2,1959,1961,57800,Norway,0,5405430,0,31
26,Penis,1,2,1959,1961,57800,Norway,0,5405430,0,32
22,Cervix uteri,1,2,1956,1960,70500,Slovenia,1199,4096050,26.19,1
7,Stomach,1,2,1956,1960,70500,Slovenia,1262,4096050,25.01,2
21,Breast,1,2,1956,1960,70500,Slovenia,1000,4096050,21.31,3
52,Colorectum,1,2,1956,1960,70500,Slovenia,457,4096050,9.31,4
24,Ovary etc.,1,2,1956,1960,70500,Slovenia,383,4096050,8.1,5
23,Corpus uteri,1,2,1956,1960,70500,Slovenia,285,4096050,5.89,6
12,Gallbladder etc.,1,2,1956,1960,70500,Slovenia,215,4096050,4.3,7
25,Other female genital organs,1,2,1956,1960,70500,Slovenia,213,4096050,4.28,8
16,Lung (incl. trachea and bronchus),1,2,1956,1960,70500,Slovenia,206,4096050,4.19,9
38,Leukaemia,1,2,1956,1960,70500,Slovenia,141,4096050,3.22,10
32,"Brain, central nervous system",1,2,1956,1960,70500,Slovenia,136,4096050,3.07,11
51,"Lip, oral cavity and pharynx",1,2,1956,1960,70500,Slovenia,105,4096050,2.23,12
33,Thyroid,1,2,1956,1960,70500,Slovenia,102,4096050,2.13,13
13,Pancreas,1,2,1956,1960,70500,Slovenia,98,4096050,1.95,14
36,Non-Hodgkin lymphoma,1,2,1956,1960,70500,Slovenia,75,4096050,1.62,15
30,Bladder,1,2,1956,1960,70500,Slovenia,69,4096050,1.55,16
18,Melanoma of skin,1,2,1956,1960,70500,Slovenia,69,4096050,1.43,17
6,Oesophagus,1,2,1956,1960,70500,Slovenia,66,4096050,1.34,18
17,Bone,1,2,1956,1960,70500,Slovenia,52,4096050,1.16,19
11,Liver,1,2,1956,1960,70500,Slovenia,57,4096050,1.11,20
35,Hodgkin lymphoma,1,2,1956,1960,70500,Slovenia,49,4096050,1.04,21
29,Kidney,1,2,1956,1960,70500,Slovenia,49,4096050,0.95,22
20,Connective tissue,1,2,1956,1960,70500,Slovenia,41,4096050,0.94,23
37,Multiple myeloma,1,2,1956,1960,70500,Slovenia,28,4096050,0.57,24
14,Nose sinuses etc.,1,2,1956,1960,70500,Slovenia,26,4096050,0.56,25
31,Eye,1,2,1956,1960,70500,Slovenia,24,4096050,0.51,26
15,Larynx,1,2,1956,1960,70500,Slovenia,19,4096050,0.36,27
8,Small intestine,1,2,1956,1960,70500,Slovenia,6,4096050,0.12,28
34,Other endocrine,1,2,1956,1960,70500,Slovenia,2,4096050,0.04,29
28,Testis,1,2,1956,1960,70500,Slovenia,0,4096050,0,30
26,Penis,1,2,1956,1960,70500,Slovenia,0,4096050,0,31
27,Prostate,1,2,1956,1960,70500,Slovenia,0,4096050,0,32
21,Breast,1,2,1960,1962,82609,"UK, England, West Midlands Region",4756,7218780,46.74,1
52,Colorectum,1,2,1960,1962,82609,"UK, England, West Midlands Region",2728,7218780,23.81,2
7,Stomach,1,2,1960,1962,82609,"UK, England, West Midlands Region",1707,7218780,14.43,3
22,Cervix uteri,1,2,1960,1962,82609,"UK, England, West Midlands Region",1214,7218780,12.49,4
24,Ovary etc.,1,2,1960,1962,82609,"UK, England, West Midlands Region",1001,7218780,10.09,5
23,Corpus uteri,1,2,1960,1962,82609,"UK, England, West Midlands Region",823,7218780,7.99,6
16,Lung (incl. trachea and bronchus),1,2,1960,1962,82609,"UK, England, West Midlands Region",790,7218780,7.45,7
32,"Brain, central nervous system",1,2,1960,1962,82609,"UK, England, West Midlands Region",349,7218780,4.28,8
13,Pancreas,1,2,1960,1962,82609,"UK, England, West Midlands Region",482,7218780,4.13,9
51,"Lip, oral cavity and pharynx",1,2,1960,1962,82609,"UK, England, West Midlands Region",415,7218780,4.07,10
38,Leukaemia,1,2,1960,1962,82609,"UK, England, West Midlands Region",350,7218780,3.89,11
25,Other female genital organs,1,2,1960,1962,82609,"UK, England, West Midlands Region",392,7218780,3.66,12
36,Non-Hodgkin lymphoma,1,2,1960,1962,82609,"UK, England, West Midlands Region",254,7218780,2.58,13
6,Oesophagus,1,2,1960,1962,82609,"UK, England, West Midlands Region",271,7218780,2.35,14
29,Kidney,1,2,1960,1962,82609,"UK, England, West Midlands Region",280,7218780,2.33,15
12,Gallbladder etc.,1,2,1960,1962,82609,"UK, England, West Midlands Region",239,7218780,1.97,16
30,Bladder,1,2,1960,1962,82609,"UK, England, West Midlands Region",182,7218780,1.84,17
18,Melanoma of skin,1,2,1960,1962,82609,"UK, England, West Midlands Region",139,7218780,1.56,18
35,Hodgkin lymphoma,1,2,1960,1962,82609,"UK, England, West Midlands Region",110,7218780,1.37,19
33,Thyroid,1,2,1960,1962,82609,"UK, England, West Midlands Region",127,7218780,1.24,20
20,Connective tissue,1,2,1960,1962,82609,"UK, England, West Midlands Region",109,7218780,1.17,21
37,Multiple myeloma,1,2,1960,1962,82609,"UK, England, West Midlands Region",88,7218780,0.86,22
17,Bone,1,2,1960,1962,82609,"UK, England, West Midlands Region",54,7218780,0.63,23
31,Eye,1,2,1960,1962,82609,"UK, England, West Midlands Region",45,7218780,0.53,24
14,Nose sinuses etc.,1,2,1960,1962,82609,"UK, England, West Midlands Region",53,7218780,0.48,25
8,Small intestine,1,2,1960,1962,82609,"UK, England, West Midlands Region",48,7218780,0.43,26
34,Other endocrine,1,2,1960,1962,82609,"UK, England, West Midlands Region",39,7218780,0.42,27
15,Larynx,1,2,1960,1962,82609,"UK, England, West Midlands Region",34,7218780,0.31,28
11,Liver,1,2,1960,1962,82609,"UK, England, West Midlands Region",30,7218780,0.27,29
26,Penis,1,2,1960,1962,82609,"UK, England, West Midlands Region",0,7218780,0,30
28,Testis,1,2,1960,1962,82609,"UK, England, West Midlands Region",0,7218780,0,31
27,Prostate,1,2,1960,1962,82609,"UK, England, West Midlands Region",0,7218780,0,32
21,Breast,1,2,1960,1962,84006,"USA, Connecticut",2944,3977580,58.95,1
52,Colorectum,1,2,1960,1962,84006,"USA, Connecticut",1922,3977580,35.41,2
22,Cervix uteri,1,2,1960,1962,84006,"USA, Connecticut",638,3977580,13.4,3
24,Ovary etc.,1,2,1960,1962,84006,"USA, Connecticut",626,3977580,13.06,4
23,Corpus uteri,1,2,1960,1962,84006,"USA, Connecticut",632,3977580,12.73,5
7,Stomach,1,2,1960,1962,84006,"USA, Connecticut",495,3977580,8.86,6
16,Lung (incl. trachea and bronchus),1,2,1960,1962,84006,"USA, Connecticut",341,3977580,6.72,7
25,Other female genital organs,1,2,1960,1962,84006,"USA, Connecticut",301,3977580,5.79,8
13,Pancreas,1,2,1960,1962,84006,"USA, Connecticut",314,3977580,5.68,9
36,Non-Hodgkin lymphoma,1,2,1960,1962,84006,"USA, Connecticut",268,3977580,5.56,10
29,Kidney,1,2,1960,1962,84006,"USA, Connecticut",273,3977580,4.98,11
38,Leukaemia,1,2,1960,1962,84006,"USA, Connecticut",224,3977580,4.55,12
32,"Brain, central nervous system",1,2,1960,1962,84006,"USA, Connecticut",172,3977580,3.93,13
51,"Lip, oral cavity and pharynx",1,2,1960,1962,84006,"USA, Connecticut",178,3977580,3.53,14
18,Melanoma of skin,1,2,1960,1962,84006,"USA, Connecticut",153,3977580,3.41,15
30,Bladder,1,2,1960,1962,84006,"USA, Connecticut",166,3977580,3.32,16
33,Thyroid,1,2,1960,1962,84006,"USA, Connecticut",139,3977580,3.09,17
12,Gallbladder etc.,1,2,1960,1962,84006,"USA, Connecticut",169,3977580,2.97,18
20,Connective tissue,1,2,1960,1962,84006,"USA, Connecticut",98,3977580,2.18,19
35,Hodgkin lymphoma,1,2,1960,1962,84006,"USA, Connecticut",76,3977580,1.86,20
