country_label,country_code,area_code,area_label,cause,cause_num,hdi,year,risk,rank
"Italy",380,"16","Southern Europe","Cardiovascular diseases",2,2,2015,2.808247,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2000,13.47857,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2001,13.0607,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2002,12.66621,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2003,12.46977,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2004,11.80062,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2005,11.55043,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2006,11.24828,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2007,11.14635,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2008,10.93969,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2009,10.80747,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2010,10.33899,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2011,10.26465,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2012,10.11419,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2013,9.780645,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2014,9.663904,15
"Italy",380,"16","Southern Europe","Major NCDs",0,2,2015,9.774711,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2000,8.165558,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2001,8.034476,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2002,7.874146,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2003,7.823694,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2004,7.607218,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2005,7.375771,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2006,7.354339,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2007,7.322195,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2008,7.201284,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2009,7.124773,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2010,6.884966,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2011,6.799354,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2012,6.713612,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2013,6.509235,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2014,6.461839,15
"Italy",380,"16","Southern Europe","Malignant neoplasms",1,2,2015,6.393223,15
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2000,3.726338,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2001,3.626473,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2002,3.579121,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2003,3.541814,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2004,3.42391,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2005,3.453906,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2006,3.271928,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2007,3.179268,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2008,3.136917,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2009,3.066634,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2010,3.035357,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2011,2.982474,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2012,2.8807,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2013,2.767194,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2014,2.699102,11
"Japan",392,"10","Eastern Asia","Cardiovascular diseases",2,2,2015,2.654619,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2000,11.43748,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2001,11.1329,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2002,10.82386,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2003,10.63989,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2004,10.53263,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2005,10.36791,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2006,9.985781,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2007,9.841636,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2008,9.71893,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2009,9.554309,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2010,9.520883,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2011,9.380029,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2012,9.10175,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2013,8.921679,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2014,8.746323,11
"Japan",392,"10","Eastern Asia","Major NCDs",0,2,2015,8.630372,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2000,7.277167,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2001,7.086229,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2002,6.829758,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2003,6.674978,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2004,6.702818,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2005,6.493783,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2006,6.323253,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2007,6.270982,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2008,6.202758,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2009,6.10793,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2010,6.103098,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2011,6.006897,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2012,5.839498,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2013,5.774322,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2014,5.671701,11
"Japan",392,"10","Eastern Asia","Malignant neoplasms",1,2,2015,5.593379,11
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2000,26.37804,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2001,25.91845,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2002,25.88489,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2003,27.40812,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2004,26.62529,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2005,27.07722,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2006,26.19326,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2007,25.82203,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2008,24.30351,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2009,22.39968,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2010,22.14293,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2011,20.71456,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2012,19.94307,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2013,18.74729,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2014,18.878,8
"Kazakhstan",398,"12","Southern Asia","Cardiovascular diseases",2,1,2015,19.28804,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2000,39.06525,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2001,38.37108,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2002,38.12993,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2003,39.39238,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2004,38.57297,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2005,38.93683,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2006,37.94325,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2007,37.3833,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2008,35.52908,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2009,33.40907,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2010,32.86198,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2011,31.2047,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2012,30.17976,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2013,28.56489,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2014,28.35651,8
"Kazakhstan",398,"12","Southern Asia","Major NCDs",0,1,2015,28.57824,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2000,13.92336,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2001,13.6541,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2002,13.40587,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2003,13.24232,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2004,13.2101,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2005,13.15922,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2006,12.94301,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2007,12.57366,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2008,11.9931,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2009,11.48625,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2010,11.02521,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2011,10.54684,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2012,10.11399,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2013,9.618589,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2014,9.172433,8
"Kazakhstan",398,"12","Southern Asia","Malignant neoplasms",1,1,2015,8.924286,8
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2000,18.04361,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2001,17.3786,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2002,18.38818,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2003,17.17477,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2004,16.35582,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2005,12.01332,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2006,11.73627,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2007,11.43588,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2008,10.89648,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2009,10.96453,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2010,9.826512,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2011,9.324903,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2012,8.333004,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2013,8.283338,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2014,8.388624,3
"Mauritius",480,"1","Eastern Africa","Cardiovascular diseases",2,1,2015,8.815407,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2000,29.68413,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2001,29.44395,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2002,29.81788,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2003,30.34052,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2004,29.14174,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2005,27.22804,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2006,27.1863,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2007,25.69849,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2008,25.70104,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2009,25.64754,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2010,24.10829,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2011,23.63878,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2012,23.22643,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2013,22.69247,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2014,22.99449,3
"Mauritius",480,"1","Eastern Africa","Major NCDs",0,1,2015,22.76821,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2000,4.331121,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2001,4.897608,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2002,4.643905,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2003,4.801009,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2004,4.971018,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2005,5.021955,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2006,5.288209,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2007,5.110493,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2008,5.475543,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2009,5.260554,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2010,4.859631,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2011,4.531661,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2012,4.902675,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2013,5.405952,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2014,4.936025,3
"Mauritius",480,"1","Eastern Africa","Malignant neoplasms",1,1,2015,5.122873,3
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2000,6.20501,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2001,6.078686,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2002,6.168674,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2003,6.092872,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2004,5.86693,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2005,5.825004,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2006,5.626584,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2007,5.667361,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2008,5.74276,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2009,5.663562,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2010,5.600914,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2011,5.440667,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2012,5.463366,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2013,5.411317,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2014,5.508404,1
"Mexico",484,"7","Central America","Cardiovascular diseases",2,1,2015,5.539506,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2000,16.78465,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2001,16.66335,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2002,17.21657,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2003,17.40189,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2004,17.10256,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2005,17.14544,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2006,16.75883,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2007,16.47811,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2008,16.7526,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2009,16.38171,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2010,16.26592,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2011,15.62641,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2012,15.72737,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2013,15.41464,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2014,15.89577,1
"Mexico",484,"7","Central America","Major NCDs",0,1,2015,15.89201,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2000,5.235376,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2001,5.128339,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2002,5.246821,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2003,5.225437,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2004,5.142588,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2005,5.06712,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2006,5.010783,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2007,4.821464,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2008,4.840199,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2009,4.701739,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2010,4.585949,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2011,4.553293,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2012,4.511445,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2013,4.41373,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2014,4.521309,1
"Mexico",484,"7","Central America","Malignant neoplasms",1,1,2015,4.516749,1
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2000,6.24199,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2001,5.984952,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2002,5.735687,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2003,5.2784,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2004,5.012474,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2005,4.670098,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2006,4.443438,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2007,4.397746,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2008,4.192815,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2009,4.065387,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2010,3.809042,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2011,3.709443,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2012,3.486606,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2013,3.255007,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2014,3.230883,14
"New Zealand",554,"18","Australia/New Zealand","Cardiovascular diseases",2,2,2015,3.109988,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2000,15.86634,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2001,15.72027,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2002,15.11914,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2003,14.47786,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2004,14.24649,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2005,13.27789,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2006,13.10976,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2007,13.08418,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2008,12.80423,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2009,12.31215,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2010,11.82063,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2011,11.85659,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2012,11.26788,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2013,10.92916,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2014,10.68638,14
"New Zealand",554,"18","Australia/New Zealand","Major NCDs",0,2,2015,10.37426,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2000,8.507897,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2001,8.539436,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2002,8.200361,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2003,8.059354,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2004,8.133471,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2005,7.560855,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2006,7.526925,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2007,7.677705,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2008,7.462941,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2009,7.104119,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2010,7.03069,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2011,7.139776,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2012,6.848665,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2013,6.703581,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2014,6.47361,14
"New Zealand",554,"18","Australia/New Zealand","Malignant neoplasms",1,2,2015,6.280957,14
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2000,5.372414,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2001,5.164748,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2002,4.960078,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2003,4.449864,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2004,4.21158,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2005,3.944117,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2006,3.776914,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2007,3.726372,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2008,3.629088,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2009,3.368532,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2010,3.233706,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2011,3.133952,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2012,3.130898,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2013,2.920762,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2014,2.602828,13
"Norway",578,"15","Northern Europe","Cardiovascular diseases",2,2,2015,2.551393,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2000,14.20134,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2001,13.87098,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2002,13.78438,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2003,13.00241,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2004,12.56291,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2005,12.23887,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2006,11.984,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2007,11.94901,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2008,11.67662,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2009,11.28971,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2010,11.3005,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2011,10.83427,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2012,10.68286,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2013,10.5078,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2014,9.806396,13
"Norway",578,"15","Northern Europe","Major NCDs",0,2,2015,9.345498,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2000,8.114425,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2001,8.028063,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2002,8.122533,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2003,7.767928,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2004,7.627532,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2005,7.538746,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2006,7.377431,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2007,7.458806,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2008,7.205369,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2009,7.056135,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2010,7.292284,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2011,6.921669,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2012,6.657703,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2013,6.747212,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2014,6.397165,13
"Norway",578,"15","Northern Europe","Malignant neoplasms",1,2,2015,6.011374,13
"Philippines",608,"11","South-Eastern Asia","Cardiovascular diseases",2,1,2000,16.02572,5
"Philippines",608,"11","South-Eastern Asia","Cardiovascular diseases",2,1,2001,16.49718,5
"Philippines",608,"11","South-Eastern Asia","Cardiovascular diseases",2,1,2002,16.81092,5
"Philippines",608,"11","South-Eastern Asia","Cardiovascular diseases",2,1,2003,16.38345,5
"Philippines",608,"11","South-Eastern Asia","Cardiovascular diseases",2,1,2004,16.74387,5
"Philippines",608,"11","South-Eastern Asia","Cardiovascular diseases",2,1,2005,17.28493,5
"Philippines",608,"11","South-Eastern Asia","Cardiovascular diseases",2,1,2006,16.82631,5
"Philippines",608,"11","South-Eastern Asia","Cardiovascular diseases",2,1,2007,16.86024,5
"Philippines",608,"11","South-Eastern Asia","Cardiovascular diseases",2,1,2008,16.74529,5
"Philippines",608,"11","South-Eastern Asia","Cardiovascular diseases",2,1,2009,17.3246,5
"Philippines",608,"11","South-Eastern Asia","Cardiovascular diseases",2,1,2010,17.20687,5
